Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
1464	-0.00123	0.01051	-0.0021	0.04908	0.01035	-0.01406	0.00727	0.03906	-0.00664	0.00084
1465	-0.00018	0.01059	-0.00179	0.04953	0.0105	-0.01474	0.00682	0.03971	-0.0079	0.00201
1467	0.00115	0.011	-0.00131	0.04942	0.01055	-0.01571	0.00629	0.03985	-0.00988	0.0033
1469	0.00257	0.01176	-0.00072	0.04852	0.01053	-0.01684	0.00571	0.03925	-0.01228	0.00435
1470	0.00301	0.01202	-0.00051	0.0481	0.01054	-0.01715	0.00551	0.03891	-0.013	0.00459
1471	0.0037	0.01227	-0.00022	0.04729	0.01062	-0.01745	0.00505	0.03807	-0.0138	0.00495
1474	0.01944	0.01688	0.00589	0.01786	0.01573	-0.02149	-0.00963	0.00534	-0.0232	0.00378
1475	0.02022	0.017	0.00611	0.01632	0.01631	-0.02172	-0.01055	0.00381	-0.0232	0.00311
1477	0.02303	0.01684	0.00633	0.01069	0.01889	-0.02269	-0.01398	-0.00153	-0.02163	0.00014
1479	0.02658	0.01746	0.00732	0.00229	0.02217	-0.02324	-0.01799	-0.00792	-0.01786	-0.0067
1481	0.02862	0.01805	0.00796	-0.00312	0.02404	-0.02353	-0.01991	-0.01157	-0.01461	-0.01168
1484	0.03091	0.01901	0.00911	-0.00961	0.02619	-0.02324	-0.02233	-0.01536	-0.01019	-0.01914
1486	0.03185	0.01965	0.00995	-0.01253	0.02701	-0.02263	-0.0235	-0.01673	-0.00814	-0.0232
1490	-0.03792	0.00655	-0.01349	-0.01837	0.02595	0.01727	-0.00135	0.00641	-0.01525	0.00937
1491	-0.03764	0.00641	-0.01325	-0.01762	0.02599	0.01727	-0.00081	0.00613	-0.01463	0.00847
1492	-0.03753	0.00665	-0.01343	-0.01715	0.02554	0.01701	-0.00096	0.0063	-0.01394	0.00786
1494	-0.03645	0.00687	-0.01328	-0.01384	0.02435	0.01628	-9e-05	0.00609	-0.01019	0.00397
1495	-0.0359	0.00654	-0.01272	-0.01246	0.02437	0.01617	0.00098	0.00549	-0.00916	0.00245
1496	-0.03513	0.00698	-0.01273	-0.01017	0.02291	0.01506	0.00149	0.00547	-0.00699	-7e-05
1497	-0.03422	0.00721	-0.01254	-0.00768	0.02169	0.01409	0.00223	0.00536	-0.00483	-0.00254
1498	-0.03345	0.00764	-0.01258	-0.00544	0.02039	0.01308	0.00265	0.00556	-0.00287	-0.00475
1504	-0.02354	0.00798	-0.0091	0.01689	0.01301	0.00535	0.00761	0.00961	0.01026	-0.01545
1507	-0.0181	0.00877	-0.00765	0.02785	0.00975	0.00045	0.00905	0.01497	0.01233	-0.01652
1512	-0.00203	0.01064	-0.00231	0.0486	0.01007	-0.01367	0.00772	0.03843	-0.00591	-9e-05
1516	0.00117	0.01164	-0.00114	0.0493	0.01021	-0.01625	0.00669	0.04007	-0.01088	0.0032
1517	0.00195	0.01202	-0.00081	0.04881	0.01021	-0.01681	0.00636	0.03971	-0.01212	0.00378
1521	0.01101	0.01604	0.00385	0.03323	0.01085	-0.01886	-0.00027	0.02248	-0.02053	0.00599
1522	0.01728	0.01883	0.00717	0.02058	0.01281	-0.02014	-0.00609	0.00919	-0.02474	0.004
1523	0.01887	0.01865	0.00729	0.01776	0.01416	-0.02069	-0.00811	0.00617	-0.02452	0.00315
1527	0.02386	0.01925	0.00899	0.00765	0.01889	-0.02127	-0.01485	-0.00207	-0.02243	-0.00437
1528	0.02531	0.01973	0.00975	0.00422	0.02031	-0.02122	-0.01679	-0.00441	-0.02119	-0.0079
1529	0.02647	0.02004	0.01026	0.00135	0.02143	-0.02115	-0.01823	-0.00632	-0.01975	-0.01075
1531	0.02855	0.02155	0.01224	-0.00448	0.02318	-0.0201	-0.0209	-0.00928	-0.0171	-0.01806
1532	0.02935	0.0214	0.01214	-0.00649	0.02399	-0.02024	-0.0217	-0.01081	-0.01528	-0.01973
1535	0.03126	0.02252	0.01372	-0.01214	0.02582	-0.01916	-0.02438	-0.0137	-0.0115	-0.02771
1537	0.03165	0.02353	0.01509	-0.01367	0.02604	-0.01791	-0.02536	-0.01374	-0.0111	-0.03124
1538	0.03181	0.02363	0.01523	-0.01413	0.02625	-0.01788	-0.02567	-0.01401	-0.01085	-0.03212
1540	-0.03834	0.00777	-0.01496	-0.01895	0.02435	0.01657	-0.00379	0.008	-0.0142	0.00998
1541	-0.03821	0.00802	-0.01515	-0.01845	0.02384	0.01628	-0.00395	0.00816	-0.01344	0.00931
1542	-0.0379	0.00784	-0.01484	-0.01763	0.02387	0.01623	-0.00326	0.00778	-0.01286	0.00832
1543	-0.03769	0.00837	-0.01528	-0.01671	0.02295	0.01571	-0.00363	0.00821	-0.01151	0.00713
1544	-0.03716	0.00832	-0.015	-0.01518	0.02263	0.01544	-0.00287	0.0079	-0.01012	0.00535
1545	-0.03653	0.00851	-0.01484	-0.01335	0.02163	0.01465	-0.00218	0.00757	-0.00843	0.00319
1546	-0.03546	0.00851	-0.01429	-0.01043	0.02069	0.01377	-0.00066	0.00698	-0.00625	3e-05
1549	-0.03283	0.00953	-0.01382	-0.00326	0.01663	0.01043	0.0016	0.0067	-0.00068	-0.00701
1550	-0.03184	0.0094	-0.01336	-0.00079	0.01598	0.00986	0.0024	0.00662	0.00141	-0.00894
1551	-0.0304	0.00939	-0.01285	0.00253	0.01486	0.00879	0.00311	0.00704	0.00375	-0.01077
1552	-0.02955	0.00959	-0.0125	0.00448	0.01398	0.00788	0.00393	0.00713	0.00447	-0.01196
1558	-0.01815	0.01148	-0.00822	0.02711	0.00591	-0.0026	0.01007	0.01402	0.00876	-0.01676
1560	-0.00604	0.01117	-0.00357	0.04452	0.00889	-0.0114	0.0092	0.03364	-0.00243	-0.00473
1561	-0.00384	0.01119	-0.00286	0.04703	0.00938	-0.01305	0.00866	0.03681	-0.00492	-0.00223
1562	-0.00248	0.01143	-0.00239	0.04822	0.00944	-0.0142	0.00838	0.0384	-0.00678	-0.00067
1563	-0.00146	0.0116	-0.00205	0.0488	0.00949	-0.01497	0.00806	0.03921	-0.00815	0.00049
1564	-0.00047	0.01186	-0.00164	0.04894	0.00951	-0.01562	0.00775	0.03948	-0.0095	0.00153
1565	0.00024	0.01205	-0.00134	0.04899	0.00954	-0.01608	0.00751	0.03964	-0.01047	0.00224
1567	0.00173	0.01249	-0.00073	0.04862	0.00972	-0.017	0.00684	0.03954	-0.01252	0.00354
1568	0.00224	0.01259	-0.00055	0.04842	0.00984	-0.01728	0.00654	0.03943	-0.01316	0.00395
1569	0.00289	0.01265	-0.00032	0.04802	0.01014	-0.01753	0.00603	0.03913	-0.01378	0.00436
1570	0.00407	0.01315	0.00028	0.04611	0.01019	-0.01779	0.00521	0.03703	-0.01491	0.00478
1572	0.01708	0.02027	0.0082	0.01971	0.01158	-0.01971	-0.005	0.00885	-0.02557	0.00342
1574	0.01955	0.02005	0.00866	0.01565	0.01412	-0.02033	-0.00844	0.00523	-0.0252	0.00129
1575	0.02092	0.02004	0.00896	0.01303	0.01546	-0.02062	-0.01038	0.00282	-0.02476	-0.00044
1576	0.02258	0.02016	0.00954	0.0097	0.0172	-0.02068	-0.01277	0.00029	-0.02376	-0.00331
1578	0.02509	0.02089	0.01091	0.00396	0.01958	-0.02031	-0.01626	-0.0036	-0.0218	-0.00898
1581	0.02842	0.02255	0.01348	-0.00474	0.02256	-0.01875	-0.02079	-0.00832	-0.01759	-0.01922
1583	0.03003	0.02381	0.01531	-0.00956	0.02382	-0.01707	-0.02311	-0.01031	-0.01467	-0.02599
1586	0.03147	0.02441	0.01626	-0.0137	0.02536	-0.0164	-0.02528	-0.01256	-0.01155	-0.03213
1588	0.03173	0.02439	0.01627	-0.01444	0.02563	-0.01635	-0.02558	-0.01304	-0.01074	-0.03296
1590	-0.03899	0.00967	-0.01721	-0.02	0.02145	0.01516	-0.00778	0.01033	-0.0124	0.01109
1592	-0.03847	0.00974	-0.01702	-0.0184	0.02097	0.01477	-0.00694	0.00996	-0.01105	0.00903
1599	-0.03327	0.0107	-0.01495	-0.00399	0.01487	0.00935	0.00011	0.00739	-0.00069	-0.00672
1600	-0.03256	0.01131	-0.01504	-0.00205	0.01326	0.00806	5e-04	0.00755	0.00061	-0.00851
1601	-0.03167	0.01122	-0.01459	3e-05	0.0128	0.00749	0.00127	0.00768	0.00182	-0.00979
1602	-0.03032	0.01216	-0.01442	0.00318	0.01042	0.00531	0.00233	0.00804	0.00273	-0.0118
1606	-0.02115	0.01284	-0.01014	0.02184	0.00448	-0.00231	0.00903	0.01133	0.00754	-0.01767
1607	-0.01966	0.01326	-0.00941	0.02402	0.00359	-0.00369	0.0099	0.01216	0.00655	-0.01712
1611	-0.00506	0.01194	-0.00338	0.04538	0.00811	-0.013	0.00923	0.0349	-0.00476	-0.00352
1612	-0.0025	0.01206	-0.00237	0.04802	0.0088	-0.01479	0.00875	0.03834	-0.00775	-7e-04
1617	0.00174	0.01294	-0.00058	0.04846	0.00936	-0.0173	0.00716	0.03949	-0.01316	0.00351
1618	0.00203	0.013	-0.00046	0.04825	0.00944	-0.01741	0.00696	0.0393	-0.01346	0.0037
1619	0.00277	0.01343	-1e-05	0.04737	0.00936	-0.01767	0.00664	0.03843	-0.01442	0.00412
1620	0.00412	0.01409	0.00083	0.0452	0.00946	-0.01786	0.00574	0.03621	-0.01575	0.00453
1621	0.00984	0.01815	0.00504	0.03333	0.00863	-0.0182	0.00237	0.02368	-0.02138	0.00517
1622	0.01729	0.02094	0.00882	0.01878	0.01105	-0.01925	-0.00474	0.00826	-0.02577	0.00341
1625	0.02052	0.02077	0.0096	0.01328	0.01459	-0.01994	-0.00953	0.00362	-0.02514	-0.00049
1628	0.02666	0.02264	0.01326	-0.00066	0.02035	-0.01839	-0.01817	-0.00527	-0.02028	-0.01432
1629	0.02743	0.023	0.01391	-0.00256	0.02117	-0.01795	-0.01947	-0.0062	-0.01941	-0.01707
1631	0.02928	0.02438	0.01597	-0.00795	0.02264	-0.01608	-0.02219	-0.00841	-0.01629	-0.02458
1633	0.03042	0.02522	0.01722	-0.01139	0.02357	-0.0149	-0.02385	-0.00985	-0.014	-0.02955
1635	0.03118	0.02576	0.01805	-0.0137	0.02431	-0.01411	-0.02514	-0.01079	-0.01234	-0.03339
1636	0.03138	0.02603	0.01844	-0.01438	0.02454	-0.01378	-0.02563	-0.01097	-0.012	-0.03488
1637	0.03156	0.02568	0.01799	-0.01463	0.02499	-0.01445	-0.02589	-0.01167	-0.01166	-0.03506
1640	-0.03923	0.01098	-0.01866	-0.02011	0.0193	0.01404	-0.01016	0.01175	-0.01067	0.01107
1641	-0.03887	0.0109	-0.01836	-0.01908	0.01915	0.01383	-0.0093	0.01127	-0.01009	0.00973
1643	-0.03801	0.01094	-0.01788	-0.01661	0.01832	0.01307	-0.00769	0.01041	-0.00836	0.00659
1644	-0.0375	0.01111	-0.01772	-0.01511	0.01751	0.01241	-0.00698	0.01001	-0.00712	0.00473
1647	-0.03479	0.01185	-0.01674	-0.00762	0.01381	0.00915	-0.00325	0.00854	-0.00206	-0.00354
1648	-0.03347	0.01197	-0.01606	-0.00415	0.01257	0.00789	-0.00133	0.00797	-1e-04	-0.00693
1650	-0.03221	0.01297	-0.01601	-0.00091	0.00974	0.00556	-0.00017	0.00768	0.00159	-0.01
1651	-0.03023	0.01322	-0.01494	0.00338	0.00816	0.00373	0.00208	0.00762	0.00265	-0.01231
1654	-0.02437	0.01405	-0.01209	0.01541	0.00382	-0.00154	0.00735	0.00898	0.00512	-0.01695
1655	-0.02234	0.01492	-0.01124	0.01914	0.0014	-0.00399	0.00911	0.00919	0.00509	-0.01805
1659	-0.01128	0.01511	-0.00594	0.03541	0.00178	-0.0114	0.01163	0.02228	-0.00244	-0.00998
1661	-0.00294	0.01321	-0.00228	0.04645	0.00696	-0.01504	0.00976	0.03585	-0.00839	-0.00113
1664	-8e-05	0.01339	-0.00114	0.04772	0.00791	-0.01666	0.00857	0.038	-0.01173	0.00185
1666	0.00178	0.01338	-0.00039	0.04796	0.00896	-0.01742	0.00741	0.03896	-0.01361	0.00344
1669	0.00954	0.01992	0.00592	0.03113	0.00595	-0.01761	0.00412	0.02056	-0.02205	0.00543
1670	0.01304	0.02201	0.00867	0.02421	0.00604	-0.0168	0.00173	0.01424	-0.02417	0.00568
1671	0.01582	0.02248	0.0095	0.0189	0.00772	-0.01787	-0.00159	0.00804	-0.02541	0.00418
1672	0.01686	0.02213	0.00967	0.018	0.00935	-0.01816	-0.00334	0.00783	-0.02556	0.00333
1673	0.01829	0.02201	0.01014	0.0162	0.01113	-0.01842	-0.0055	0.00681	-0.02583	0.00204
1674	0.02018	0.02202	0.0107	0.01285	0.01317	-0.01873	-0.0083	0.00408	-0.0254	-0.00051
1676	0.02345	0.02244	0.01218	0.00634	0.01672	-0.01848	-0.01328	-0.00029	-0.02356	-0.00686
1677	0.02494	0.02291	0.01319	0.00299	0.0182	-0.01788	-0.01556	-0.00218	-0.02235	-0.01057
1678	0.02645	0.02351	0.0143	-0.00069	0.01958	-0.01712	-0.01777	-0.00426	-0.02073	-0.01476
1679	0.0276	0.02398	0.01513	-0.00357	0.0208	-0.01666	-0.01959	-0.00584	-0.01935	-0.01866
1680	0.02847	0.02475	0.0163	-0.00614	0.0215	-0.01553	-0.02105	-0.0067	-0.01792	-0.02267
1681	0.02931	0.02593	0.01801	-0.00901	0.02175	-0.01347	-0.02225	-0.00709	-0.0161	-0.02684
1682	0.02999	0.02616	0.01843	-0.01088	0.02246	-0.01308	-0.02331	-0.00806	-0.01463	-0.02954
1683	0.03035	0.02684	0.01939	-0.01229	0.02239	-0.0118	-0.02374	-0.00808	-0.01361	-0.03151
1684	0.03088	0.02727	0.02004	-0.01396	0.02286	-0.01112	-0.02464	-0.00868	-0.01237	-0.03425
1685	0.03109	0.02725	0.02005	-0.01452	0.02313	-0.01115	-0.02495	-0.00908	-0.01184	-0.035
1687	0.03145	0.02727	0.02016	-0.01544	0.02372	-0.01121	-0.0257	-0.00973	-0.01113	-0.03684
1689	-0.0399	0.01243	-0.02047	-0.02149	0.01692	0.01286	-0.0137	0.01356	-0.00947	0.01269
1690	-0.03971	0.01239	-0.02031	-0.02098	0.01685	0.01275	-0.01322	0.0133	-0.00922	0.01199
1692	-0.0391	0.01234	-0.01984	-0.01922	0.0164	0.01226	-0.01174	0.01241	-0.00828	0.00962
1694	-0.03803	0.01256	-0.01932	-0.01612	0.01498	0.011	-0.00971	0.0112	-0.00625	0.00559
1696	-0.03611	0.01319	-0.0186	-0.01077	0.01207	0.00846	-0.0068	0.00977	-0.00278	-0.00064
1698	-0.03361	0.01363	-0.01737	-0.00424	0.00919	0.00571	-0.00291	0.00813	0.00072	-0.00742
1700	-0.03207	0.01395	-0.0165	-0.00064	0.00747	0.00399	-5e-04	0.00717	0.0018	-0.01049
1702	-0.0286	0.01456	-0.01472	0.00682	0.00467	7e-04	0.00339	0.00744	0.00327	-0.01435
1704	-0.02542	0.01596	-0.01336	0.01311	0.00064	-0.0033	0.00674	0.00726	0.00354	-0.01716
1705	-0.02305	0.01627	-0.01206	0.01755	-0.00083	-0.00523	0.0089	0.00783	0.0038	-0.01824
1706	-0.02114	0.01663	-0.01097	0.02046	-0.00174	-0.00671	0.01029	0.00866	0.0029	-0.01785
1707	-0.01994	0.01702	-0.01024	0.02181	-0.00251	-0.0076	0.01113	0.00882	0.00198	-0.01712
1708	-0.01866	0.01736	-0.00942	0.02338	-0.00324	-0.00844	0.01212	0.00899	0.00126	-0.01657
1709	-0.01599	0.01793	-0.00782	0.02645	-0.00411	-0.01012	0.01348	0.01036	-0.00084	-0.01452
1714	-0.00038	0.0141	-0.00105	0.04686	0.00682	-0.01676	0.00925	0.03669	-0.0121	0.00155
1715	0.00039	0.01454	-0.00062	0.04642	0.00651	-0.0172	0.00914	0.03615	-0.01325	0.00233
1716	0.00171	0.01442	-4e-05	0.04643	0.00758	-0.01752	0.00811	0.03683	-0.01433	0.00325
1719	0.00945	0.02244	0.00736	0.02718	0.00223	-0.01638	0.0062	0.01537	-0.02244	0.00565
1720	0.01367	0.02428	0.01029	0.01985	0.00328	-0.01569	0.00285	0.00896	-0.02466	0.00592
1725	0.02051	0.02748	0.01683	0.00688	0.00706	-0.00953	-0.00432	0.00494	-0.02204	0.00042
1730	0.02795	0.02934	0.02187	-0.00862	0.01575	-0.00644	-0.01707	-0.00226	-0.01634	-0.02019
1732	0.029	0.02914	0.02194	-0.0108	0.0179	-0.00714	-0.01973	-0.00397	-0.0151	-0.02562
1733	0.03047	0.02804	0.02103	-0.01349	0.02161	-0.00936	-0.02378	-0.00703	-0.01266	-0.03334
1734	0.03078	0.02824	0.02136	-0.01444	0.0219	-0.00893	-0.02432	-0.00734	-0.01177	-0.03491
1735	0.03104	0.02876	0.02213	-0.01556	0.02173	-0.00768	-0.02457	-0.00716	-0.01057	-0.03634
1737	0.03131	0.02899	0.0225	-0.01646	0.02189	-0.00707	-0.02499	-0.0073	-0.00955	-0.03773
1738	-0.04052	0.01401	-0.02238	-0.02274	0.01413	0.01141	-0.01745	0.01539	-0.00783	0.01414
1739	-0.04037	0.01385	-0.02212	-0.02238	0.01433	0.01148	-0.01687	0.01507	-0.00785	0.01366
1740	-0.04019	0.01398	-0.0221	-0.02184	0.01386	0.01111	-0.01659	0.0148	-0.00739	0.01286
1741	-0.0399	0.01393	-0.02186	-0.02102	0.01369	0.0109	-0.01582	0.01434	-0.00704	0.01174
1742	-0.03964	0.0141	-0.0218	-0.02021	0.01307	0.01041	-0.01534	0.01394	-0.00647	0.01057
1743	-0.03907	0.01402	-0.02131	-0.01865	0.01275	0.00998	-0.01387	0.01311	-0.00587	0.00852
1744	-0.0386	0.01415	-0.02111	-0.01728	0.01208	0.00939	-0.01302	0.01263	-0.00495	0.00674
1746	-0.03649	0.01453	-0.01988	-0.01156	0.00938	0.00685	-0.00881	0.01008	-0.00209	-0.00024
1748	-0.03428	0.01486	-0.01862	-0.00581	0.00688	0.00441	-0.00485	0.00809	0.00061	-0.0065
1749	-0.03328	0.01488	-0.01792	-0.00342	0.00627	0.00361	-0.00309	0.00761	0.00119	-0.00851
1754	-0.02547	0.01672	-0.01373	0.01282	-0.00119	-0.00439	0.00662	0.00617	0.00343	-0.01741
1755	-0.02354	0.01712	-0.01252	0.01625	-0.00251	-0.00597	0.00885	0.00618	0.00313	-0.01831
1758	-0.01878	0.01864	-0.00963	0.02226	-0.00573	-0.00968	0.01262	0.00675	4e-05	-0.01654
1766	0.00218	0.02087	0.00302	0.03469	-0.00181	-0.01637	0.01229	0.01995	-0.01723	0.0036
1772	0.0154	0.02713	0.0143	0.01482	0.00155	-0.01031	0.00313	0.00891	-0.02257	0.00632
1773	0.01719	0.02772	0.0156	0.01176	0.00266	-0.00953	0.00119	0.00727	-0.02266	0.00542
1778	0.02532	0.03392	0.02668	-0.00725	0.00524	0.00431	-0.00706	0.00489	-0.01446	-0.00559
1780	0.02691	0.03207	0.02494	-0.0088	0.01053	-0.00027	-0.01246	0.00137	-0.0151	-0.01403
1781	0.02825	0.03012	0.02295	-0.00996	0.0154	-0.00486	-0.01726	-0.00205	-0.01531	-0.0216
1782	0.0288	0.03023	0.02328	-0.01129	0.01632	-0.00469	-0.01858	-0.00266	-0.01437	-0.02467
1783	0.03039	0.02874	0.02196	-0.01383	0.02086	-0.00774	-0.02346	-0.00605	-0.01216	-0.03363
1784	0.0308	0.02947	0.02305	-0.0155	0.02073	-0.00599	-0.02396	-0.00585	-0.01037	-0.03594
1788	-0.04082	0.01492	-0.02343	-0.02336	0.01227	0.01038	-0.01956	0.0162	-0.00666	0.01482
1789	-0.04064	0.01479	-0.02317	-0.02291	0.01237	0.01037	-0.01892	0.0158	-0.00662	0.01419
1793	-0.03928	0.01482	-0.02215	-0.01907	0.011	0.00896	-0.01547	0.01351	-0.00486	0.00887
1795	-0.03761	0.01505	-0.02108	-0.01449	0.00896	0.00701	-0.01174	0.0111	-0.00273	0.00294
1796	-0.03673	0.01548	-0.02076	-0.01212	0.0072	0.00556	-0.01023	0.00995	-0.00139	-1e-05
1798	-0.03491	0.01576	-0.01965	-0.00732	0.00516	0.00353	-0.00662	0.00806	6e-04	-0.00548
1799	-0.03355	0.01578	-0.01866	-0.00408	0.00431	0.00244	-0.00401	0.00711	0.00126	-0.00837
1801	-0.03159	0.01639	-0.01765	0.00039	0.00187	6e-05	-0.00107	0.00604	0.00229	-0.01195
1802	-0.02921	0.01659	-0.01611	0.00542	0.00045	-0.00183	0.00227	0.00572	0.00283	-0.01471
1803	-0.02684	0.01712	-0.01469	0.01003	-0.00163	-0.00407	0.00537	0.0051	0.00298	-0.01687
1805	-0.02422	0.01784	-0.01317	0.01477	-0.004	-0.0066	0.00843	0.00466	0.00274	-0.0185
1806	-0.02187	0.01817	-0.01162	0.01841	-0.00488	-0.00803	0.01066	0.00537	0.00185	-0.01836
1809	-0.01685	0.0201	-0.00839	0.02354	-0.00859	-0.01165	0.01447	0.00518	-0.00214	-0.01511
1810	-0.0138	0.02128	-0.00615	0.02535	-0.01033	-0.01294	0.01638	0.0048	-0.0048	-0.01189
1811	-0.01234	0.02177	-0.00507	0.02618	-0.01086	-0.01342	0.01714	0.00493	-0.00607	-0.01035
1812	-0.0062	0.0191	-0.0025	0.03594	-0.00395	-0.01547	0.0147	0.01907	-0.01006	-0.00402
1813	-0.00329	0.01922	-0.00079	0.03756	-0.00289	-0.01621	0.01422	0.0214	-0.01249	-0.00095
1816	5e-04	0.0266	0.00486	0.02466	-0.01292	-0.01422	0.01833	0.0033	-0.0168	0.00401
1819	0.0079	0.02701	0.0095	0.0212	-0.00704	-0.01315	0.01253	0.00566	-0.02102	0.00819
1820	0.00981	0.02689	0.01041	0.0199	-0.00498	-0.01314	0.01033	0.00582	-0.02197	0.00833
1822	0.01554	0.02847	0.01555	0.01279	-0.00038	-0.00846	0.00431	0.00744	-0.02171	0.00725
1823	0.01778	0.03025	0.01868	0.00813	-0.00026	-0.00458	0.00287	0.00707	-0.02018	0.00694
1827	0.02453	0.0347	0.02726	-0.00665	0.00294	0.00597	-0.00471	0.00588	-0.01391	-0.00258
1828	0.02498	0.03482	0.02767	-0.00747	0.00339	0.00645	-0.0054	0.00587	-0.01358	-0.00333
1833	0.03041	0.03098	0.02501	-0.01594	0.01828	-0.00199	-0.02221	-0.00334	-0.00878	-0.03418
1834	0.03071	0.03143	0.02573	-0.01707	0.01833	-0.00078	-0.02274	-0.00312	-0.00744	-0.03614
1835	0.03085	0.03143	0.02576	-0.0174	0.01855	-0.00082	-0.02303	-0.00336	-0.00718	-0.03681
1836	0.031	0.03143	0.02582	-0.01777	0.01887	-0.00084	-0.02345	-0.00357	-0.00688	-0.03783
1838	-0.04097	0.01544	-0.024	-0.02369	0.01111	0.00971	-0.02072	0.01653	-0.00593	0.01515
1839	-0.04092	0.01564	-0.02413	-0.02352	0.01049	0.00929	-0.02086	0.01637	-0.0055	0.01482
1840	-0.04068	0.01549	-0.02382	-0.02286	0.01066	0.0093	-0.02	0.01594	-0.00547	0.01392
1841	-0.04054	0.01546	-0.02368	-0.02248	0.01065	0.00924	-0.01959	0.01573	-0.00538	0.0134
1843	-0.03959	0.01608	-0.02342	-0.01976	0.00804	0.00721	-0.01783	0.01377	-0.00337	0.00934
1844	-0.03906	0.01597	-0.0229	-0.01831	0.00786	0.00688	-0.01626	0.01285	-0.00303	0.00739
1845	-0.03804	0.01642	-0.02244	-0.01552	0.00579	0.00516	-0.01419	0.01108	-0.00151	0.0036
1848	-0.03541	0.01676	-0.02067	-0.00863	0.00292	0.0023	-0.00842	0.00772	0.00095	-0.00457
1849	-0.03419	0.01721	-0.02001	-0.0057	0.00101	6e-04	-0.0061	0.00618	0.00175	-0.00767
1850	-0.03289	0.01723	-0.01903	-0.00263	0.00023	-0.00041	-0.00352	0.00522	0.00223	-0.0104
1851	-0.03225	0.01738	-0.01866	-0.00122	-0.00042	-0.00109	-0.00255	0.00494	0.00242	-0.01138
1852	-0.02959	0.0173	-0.01669	0.00456	-0.00117	-0.00269	0.00177	0.00468	0.00273	-0.01484
1855	-0.02445	0.0189	-0.01359	0.01394	-0.00674	-0.00798	0.00875	0.00198	0.00246	-0.01903
1856	-0.02217	0.01944	-0.01201	0.01716	-0.00811	-0.00945	0.01117	0.00185	0.00142	-0.01875
1859	-0.01652	0.02085	-0.00805	0.02305	-0.01013	-0.01213	0.01523	0.00343	-0.00276	-0.01466
1861	-0.01197	0.02242	-0.00474	0.02582	-0.01208	-0.01389	0.01772	0.00366	-0.0068	-0.00988
1863	-0.00654	0.02477	-0.00048	0.02639	-0.01453	-0.01491	0.01981	0.00229	-0.01156	-0.00313
1864	-0.00494	0.02551	0.00088	0.02578	-0.01491	-0.01474	0.01999	0.00177	-0.0128	-0.00119
1867	0.00314	0.02753	0.00711	0.02284	-0.01245	-0.01318	0.01754	0.00305	-0.01815	0.00675
1869	0.00666	0.02791	0.00955	0.02076	-0.00966	-0.0122	0.0147	0.00431	-0.0199	0.00842
1872	0.01506	0.03057	0.01742	0.01064	-0.00417	-0.00486	0.00719	0.00648	-0.01952	0.00943
1874	0.02037	0.03339	0.02366	0.00107	-0.00152	0.00275	0.00199	0.00707	-0.01592	0.00647
1876	0.02386	0.03536	0.02778	-0.00614	0.00077	0.00763	-0.00245	0.00677	-0.01315	0.00083
1877	0.02442	0.03514	0.02778	-0.00687	0.00204	0.00711	-0.00393	0.00632	-0.01331	-0.00142
1878	0.02517	0.0355	0.0286	-0.00855	0.00267	0.00817	-0.00508	0.00617	-0.01222	-0.0033
1879	0.02555	0.03513	0.02828	-0.00891	0.00387	0.00724	-0.00633	0.00553	-0.01245	-0.00522
1880	0.02615	0.03441	0.02763	-0.00943	0.00595	0.0055	-0.00846	0.00436	-0.0128	-0.00864
1885	0.03077	0.03293	0.02783	-0.01866	0.01656	0.00343	-0.02194	-0.00114	-0.00445	-0.03661
1886	0.03086	0.03319	0.02822	-0.01911	0.01639	0.00417	-0.02199	-0.00089	-0.00376	-0.03715
1887	0.03096	0.03348	0.02867	-0.01964	0.01628	0.00494	-0.02214	-0.00063	-0.0031	-0.03799
1888	-0.04121	0.01619	-0.02485	-0.02424	0.00937	0.0087	-0.0225	0.01698	-0.00482	0.01574
1889	-0.04115	0.01632	-0.0249	-0.02407	0.00892	0.00838	-0.02251	0.01677	-0.00451	0.01542
1890	-0.04094	0.01619	-0.02463	-0.02349	0.00908	0.0084	-0.02175	0.01642	-0.00451	0.01463
1891	-0.04078	0.01632	-0.0246	-0.02302	0.00857	0.00802	-0.02145	0.01603	-0.00414	0.01388
1892	-0.04031	0.01672	-0.02453	-0.02171	0.00698	0.00681	-0.02067	0.01489	-0.00301	0.01183
1893	-0.03993	0.01684	-0.02431	-0.02063	0.0063	0.00623	-0.01975	0.01413	-0.00247	0.01027
1897	-0.03651	0.01774	-0.02214	-0.01153	0.00096	0.00153	-0.01163	0.00778	0.0011	-0.00192
1898	-0.03586	0.01772	-0.02162	-0.00986	0.00059	0.00102	-0.01012	0.00711	0.00144	-0.00373
1899	-0.03413	0.01812	-0.02045	-0.00568	-0.00157	-0.001	-0.00627	0.00463	0.00222	-0.00835
1902	-0.03031	0.02135	-0.01875	0.00256	-0.013	-0.00929	0.00225	-0.00617	0.00374	-0.01905
1906	-0.02268	0.02066	-0.01259	0.01557	-0.01136	-0.01085	0.01137	-0.00188	0.00116	-0.01918
1907	-0.02121	0.02094	-0.01156	0.01754	-0.01187	-0.01162	0.01274	-0.00148	3e-04	-0.01868
1912	-0.00997	0.02439	-0.00291	0.02488	-0.0157	-0.01467	0.01979	-0.00027	-0.00873	-0.00689
